playerName,playerId,teamAbbr,salarySuperCoach,positionSuperCoach,valuePosition,ownershipSuperCoach,pricedAt,age,playerIdVoid,gms,subCount,kicks,handballs,marks,tackles,hitouts,ruckContestPercentage,goals,centreBounceAttendancePercentage,kickins,playOnPercentage,timeOnGroundPercentage,FP,consistency,FPadj,FPfirst,FPsecond,FPreg,FPfin,maxFP,minFP,pointsPerMinute,gm100,gm120,gmSub90,cbaPre,kiPre,poPre,togPre,fpPre,ppmPre,changeOwn,dollarsPerPoint,rankSalary,rankReg,rankAdj,rankFirst,rankSecond
Lucca Grego,CD_I1018992,WCE,113500,MID,MID,0.2,21.1,18,CD_I1018992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Tom Gross,CD_I1028561,WCE,113500,MID,MID,2.7,21.1,18,CD_I1028561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Hamish Davis,CD_I1032624,WCE,113500,MID/FWD,MID,0.7,21.1,18,CD_I1032624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Josaia Delana,CD_I1029030,GWS,99100,MID,MID,1.4,18.4,18,CD_I1029030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,247,,,,
Archer Day-Wicks,CD_I1029265,ESS,99100,MID/FWD,MID,14.1,18.4,18,CD_I1029265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,247,,,,
Xavier Ivisic,CD_I1028489,GEE,99100,MID,MID,1,18.4,18,CD_I1028489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,247,,,,
Patrick Retschko,CD_I1032081,GEE,99100,MID,MID,0.9,18.4,18,CD_I1032081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,247,,,,
Tom Cochrane,CD_I1022371,PTA,99100,MID,MID,2,18.4,19,CD_I1022371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,247,,,,
Benny Barrett,CD_I1022601,PTA,99100,MID,MID,1.3,18.4,18,CD_I1022601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,247,,,,
Zak Evans,CD_I1038801,GCS,99100,MID,MID,1.8,18.4,24,CD_I1038801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,247,,,,
Tom Campbell,CD_I290246,MEL,147100,RUC,RUC,0.9,27.3,33,CD_I290246,2,,3,4.5,2,2,10,40,0,43,0,,45,45.5,0.429,,,45.5,45.5,,65,26,0.85,0,0,2,,,,,,,0,3233,35,33,,,29
Mitchell Edwards,CD_I1024304,GEE,119900,RUC,RUC,0.2,22.2,19,CD_I1024304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Iliro Smit,CD_I1027834,COL,119900,RUC,RUC,0.2,22.2,19,CD_I1027834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Oscar Steene,CD_I1022844,COL,119900,FWD/RUC,RUC,0.6,22.2,21,CD_I1022844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Hudson O'Keeffe,CD_I1023489,CAR,119900,RUC,RUC,0.2,22.2,20,CD_I1023489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Odin Jones,CD_I1028371,FRE,119900,RUC,RUC,0.1,22.2,19,CD_I1028371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Lachlan Smith,CD_I1027702,WBD,119900,RUC,RUC,0.2,22.2,19,CD_I1027702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Coen Livingstone,CD_I1028291,WCE,119900,FWD/RUC,RUC,0.8,22.2,19,CD_I1028291,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,28,-4,-0.11,0,,37,,,,
Will Verrall,CD_I1015473,MEL,119900,RUC,RUC,0.1,22.2,20,CD_I1015473,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,12,7,0.48,0,,37,,,,
Max Knobel,CD_I1027701,GCS,119900,RUC,RUC,0.2,22.2,20,CD_I1027701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Finnbar Maley,CD_I1031792,NTH,119900,FWD/RUC,RUC,0.8,22.2,21,CD_I1031792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,37,,,,
William Green,CD_I1027901,SYD,119900,RUC,RUC,0.1,22.2,19,CD_I1027901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Archer Reid,CD_I1027693,WCE,119900,FWD/RUC,RUC,5.7,22.2,19,CD_I1027693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Nicholas Madden,CD_I1023743,GWS,119900,RUC,RUC,0.2,22.2,20,CD_I1023743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Charlie West,CD_I1027382,COL,113500,RUC/FWD,RUC,2.2,21.1,19,CD_I1027382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,57,,,,
Harry Barnett,CD_I1020057,WCE,119900,RUC,RUC,0.7,22.2,21,CD_I1020057,1,,3,3,0,2,8,39,0,33,0,,43,22,0,,22,,22,,22,22,0.42,0,0,1,21,0,,33,10,0.24,0,5450,37,37,,32,
Thomas Sims,CD_I1018996,RIC,113500,RUC/FWD,RUC,19.1,21.1,18,CD_I1018996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,57,,,,
Jaime Uhr-Henry,CD_I1039499,HAW,99100,RUC,RUC,1.3,18.4,21,CD_I1039499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,63,,,,
Aiden Riddle,CD_I1028228,FRE,99100,RUC,RUC,1.9,18.4,19,CD_I1028228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,63,,,,
Joe Pike,CD_I1027854,GEE,99100,RUC,RUC,1.3,18.4,19,CD_I1027854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,63,,,,
Kayle Gerreyn,CD_I1029159,ESS,113500,RUC,RUC,0.2,21.1,18,CD_I1029159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,57,,,,
Jacob Molier,CD_I1027006,GEE,113500,RUC,RUC,0.1,21.1,18,CD_I1027006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,57,,,,
Alex Dodson,CD_I1027011,STK,113500,RUC,RUC,0.6,21.1,18,CD_I1027011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,57,,,,
Vigo Visentini,CD_I1027966,ESS,119900,RUC,RUC,0.1,22.2,19,CD_I1027966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Logan Smith,CD_I1032161,GWS,113500,RUC,RUC,0.2,21.1,18,CD_I1032161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,57,,,,
Mate Colina,CD_I1021660,RIC,119900,RUC,RUC,0.1,22.2,25,CD_I1021660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Oliver Hayes-Brown,CD_I1035199,RIC,119900,RUC,RUC,0.1,22.2,24,CD_I1035199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Taylor Goad,CD_I1031506,NTH,119900,RUC,RUC,0.3,22.2,19,CD_I1031506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Harry Boyd,CD_I1000958,STK,99100,RUC,RUC,49.8,18.4,27,CD_I1000958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,63,,,,
Max Heath,CD_I1015886,STK,119900,FWD/RUC,RUC,2.1,22.2,22,CD_I1015886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,37,,,,
Ashton Moir,CD_I1020097,CAR,119900,FWD,FWD,3.5,22.2,19,CD_I1020097,2,2,2.5,1.5,1.5,1.5,0,0,1,0,0,,24,28.5,0.333,,,28.5,28.5,,38,19,0.99,0,0,2,,,,,,,-0.1,4207,227,211,,,196
Judson Clarke,CD_I1017043,RIC,119900,FWD,FWD,0.4,22.2,21,CD_I1017043,1,1,3,1,2,0,0,0,0,0,0,,19,8,0,,8,,8,,8,8,0.33,0,0,1,,,,,,,-0.1,14988,227,226,,206,
Lance Collard,CD_I1017959,STK,119900,FWD,FWD,0.2,22.2,19,CD_I1017959,3,1,1.7,0.7,0.7,0.3,0,0,0,0,0,,37,6.3,0.324,,6.3,,6.3,,9,4,0.14,0,0,3,0,0,,45,3,0.06,0,19032,227,227,,207,
Jack Silvagni,CD_I1001028,CAR,259800,FWD,FWD,0.9,48.2,27,CD_I1001028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,151,,,,
Joel Hamling,CD_I295222,SYD,159600,FWD,FWD,0.2,29.6,31,CD_I295222,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,68,31,0.4,0,,202,,,,
Jonty Faull,CD_I1028498,RIC,145000,FWD,FWD,0.5,26.9,19,CD_I1028498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,213,,,,
Joe Berry,CD_I1028529,PTA,140500,FWD,FWD,17.4,26.1,18,CD_I1028529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,215,,,,
Tom Fullarton,CD_I1013532,MEL,119900,FWD,FWD,0.1,22.2,26,CD_I1013532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Oliver Sestan,CD_I1029973,MEL,119900,FWD,FWD,0,22.2,20,CD_I1029973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Phoenix Gothard,CD_I1032042,GWS,119900,FWD,FWD,0.2,22.2,19,CD_I1032042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Nathan Wardius,CD_I1034066,GWS,119900,FWD,FWD,0,22.2,20,CD_I1034066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Rob Monahan,CD_I1035129,CAR,119900,FWD,FWD,0,22.2,20,CD_I1035129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Jasper Scaife,CD_I1018122,HAW,119900,FWD,FWD,0.1,22.2,20,CD_I1018122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Darcy Craven,CD_I1024193,BRL,119900,FWD,FWD,0.1,22.2,20,CD_I1024193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Will McLachlan,CD_I1029405,BRL,119900,FWD,FWD,0.1,22.2,19,CD_I1029405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Jack Delean,CD_I1019975,FRE,119900,FWD,FWD,0,22.2,19,CD_I1019975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Jacob Konstanty,CD_I1023530,NTH,119900,FWD,FWD,0.7,22.2,20,CD_I1023530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Brayden George,CD_I1023544,NTH,119900,FWD,FWD,0.2,22.2,21,CD_I1023544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Luke Lloyd,CD_I1027985,BRL,119900,FWD,FWD,0.1,22.2,19,CD_I1027985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Jordan Croft,CD_I1013996,WBD,119900,FWD,FWD,0.4,22.2,19,CD_I1013996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Toby Murray,CD_I1020950,ADE,119900,FWD,FWD,0.1,22.2,21,CD_I1020950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Harry Lemmey,CD_I1020072,CAR,119900,FWD,FWD,0.1,22.2,21,CD_I1020072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Tom Anastasopoulos,CD_I1027870,PTA,119900,FWD,FWD,0.1,22.2,19,CD_I1027870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Matthew Jefferson,CD_I1023486,MEL,119900,FWD,FWD,0.1,22.2,20,CD_I1023486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Luker Kentfield,CD_I1024337,MEL,119900,FWD,FWD,0,22.2,19,CD_I1024337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Liam Fawcett,CD_I1022383,RIC,119900,FWD,FWD,0.2,22.2,19,CD_I1022383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Cooper Harvey,CD_I1020979,NTH,119900,FWD,FWD,0.3,22.2,20,CD_I1020979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Isaac Keeler,CD_I1015323,STK,119900,FWD,FWD,0.2,22.2,20,CD_I1015323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Wade Derksen,CD_I1016140,GWS,119900,FWD,FWD,0.1,22.2,23,CD_I1016140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Xavier Walsh,CD_I1029158,PTA,119900,FWD,FWD,0.1,22.2,19,CD_I1029158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Jack Buller,CD_I1009392,SYD,119900,FWD,FWD,0.1,22.2,23,CD_I1009392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Josh Dolan,CD_I1034235,WBD,113500,FWD,FWD,0.2,21.1,18,CD_I1034235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Sam Davidson,CD_I1036123,WBD,113500,FWD,FWD,19.1,21.1,23,CD_I1036123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,273,,,,
Tyler Welsh,CD_I1022447,ADE,113500,FWD,FWD,0.4,21.1,18,CD_I1022447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Ty Gallop,CD_I1034411,BRL,113500,FWD,FWD,0.2,21.1,19,CD_I1034411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Jaren Carr,CD_I1023047,FRE,113500,FWD,FWD,0.1,21.1,21,CD_I1023047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Charlie Nicholls,CD_I1027155,FRE,113500,FWD,FWD,0.1,21.1,18,CD_I1027155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Jay Polkinghorne,CD_I1027428,GEE,113500,FWD,FWD,0.1,21.1,18,CD_I1027428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Keighton Matofai-Forbes,CD_I1032141,GEE,113500,FWD,FWD,0.1,21.1,19,CD_I1032141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Ned Bowman,CD_I1027406,SYD,113500,FWD,FWD,0.2,21.1,18,CD_I1027406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Aidan Johnson,CD_I1024173,MEL,113500,FWD,FWD,1.4,21.1,24,CD_I1024173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,273,,,,
Jack Whitlock,CD_I1032053,PTA,113500,FWD,FWD,0.6,21.1,18,CD_I1032053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Harry Armstrong,CD_I1028525,RIC,113500,FWD,FWD,1.3,21.1,18,CD_I1028525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Jasper Alger,CD_I1028537,RIC,113500,FWD,FWD,0.5,21.1,18,CD_I1028537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Jobe Shanahan,CD_I1031913,WCE,113500,FWD,FWD,1.1,21.1,18,CD_I1031913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,273,,,,
Asher Eastham,CD_I1028541,GCS,99100,FWD,FWD,1.4,18.4,18,CD_I1028541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,298,,,,
Lachlan Gulbin,CD_I1029304,GCS,99100,FWD,FWD,1.2,18.4,18,CD_I1029304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,298,,,,
Malakai Champion,CD_I1029136,WCE,99100,FWD,FWD,2.7,18.4,18,CD_I1029136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,298,,,,
